#TYPE System.Diagnostics.Process
"__NounName","Name","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","BasePriority","ExitCode","HasExited","ExitTime","Handle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Process","csrss","1163","273559552","60141568","5734400","30800","C:\Windows\system32\csrss.exe","Microsoft Corporation","423,8079167","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso en tiempo de ejecuci?n del cliente-servidor","Sistema operativo Microsoft? Windows?","13",,"False",,"2568","1163","596",".","0","","System.Diagnostics.ProcessModule (csrss.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30800","30800","5734400","5734400","643448","643448","20103168","20103168","135290880","135290880","419381248","419381248","True","Normal","5734400","5734400","00:06:51.5618382","csrss","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:10",,"System.Diagnostics.ProcessThreadCollection","00:07:03.8079167","00:00:12.2460785","273559552","273559552","False",,,,"60141568","60141568",,
"Process","svchost","731","136896512","18280448","31252480","42128","C:\Windows\System32\svchost.exe","Microsoft Corporation","373,8875967","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host para los servicios de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"1252","731","128",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42128","42128","31252480","31252480","199536","199536","36925440","36925440","25952256","25952256","201691136","201691136","True","Normal","31252480","31252480","00:03:01.2107616","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:11",,"System.Diagnostics.ProcessThreadCollection","00:06:13.8875967","00:03:12.6768351","136896512","136896512","False",,,,"18280448","18280448",,
"Process","powershell_ise","660","912830464","154497024","181301248","62852","C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe","Microsoft Corporation","361,2827159","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Windows PowerShell ISE","Microsoft? Windows? Operating System","8",,"False",,"3140","660","6136",".","923612","Administrador: Windows PowerShell ISE","System.Diagnostics.ProcessModule (PowerShell_ISE.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","62852","62852","181301248","181301248","717288","717288","285151232","285151232","252436480","252436480","952594432","952594432","True","Normal","181301248","181301248","00:01:41.0730479","powershell_ise","15","True","1","System.Diagnostics.ProcessStartInfo","21/07/2011 8:38:17",,"System.Diagnostics.ProcessThreadCollection","00:06:01.3451163","00:04:20.2720684","912830464","912830464","False",,,,"154497024","154497024",,
"Process","lsass","1169","91246592","10027008","12361728","37912","C:\Windows\system32\lsass.exe","Microsoft Corporation","346,010218","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Local Security Authority Process","Microsoft? Windows? Operating System","9",,"False",,"3128","1169","648",".","0","","System.Diagnostics.ProcessModule (lsass.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37912","37912","12361728","12361728","171512","171512","12967936","12967936","15499264","15499264","95449088","95449088","True","Normal","12361728","12361728","00:03:17.8248681","lsass","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:10",,"System.Diagnostics.ProcessThreadCollection","00:05:46.0102180","00:02:28.1853499","91246592","91246592","False",,,,"10027008","10027008",,
"Process","svchost","392","134082560","26091520","28127232","35728","C:\Windows\system32\svchost.exe","Microsoft Corporation","303,6715466","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host para los servicios de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"2968","392","1704",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35728","35728","28127232","28127232","151088","151088","118075392","118075392","103923712","103923712","177303552","177303552","True","Normal","28127232","28127232","00:01:58.0147565","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:13",,"System.Diagnostics.ProcessThreadCollection","00:05:03.6715466","00:03:05.6567901","134082560","134082560","False",,,,"26091520","26091520",,
"Process","SearchIndexer","969","184492032","26365952","50544640","66248","C:\Windows\system32\SearchIndexer.exe","Microsoft Corporation","223,3154315","7.00.7600.16385 (win7_rtm.090713-1255)","7.00.7600.16385","Indizador de Microsoft Windows Search","Windows? Search","8",,"False",,"3012","969","5232",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","66248","66248","50544640","50544640","208088","208088","64671744","64671744","55889920","55889920","308908032","308908032","True","Normal","50544640","50544640","00:01:30.4337797","SearchIndexer","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:56:06",,"System.Diagnostics.ProcessThreadCollection","00:03:43.3154315","00:02:12.8816518","184492032","184492032","False",,,,"26365952","26365952",,
"Process","svchost","478","87543808","16842752","16277504","31584","C:\Windows\system32\svchost.exe","Microsoft Corporation","201,7560933","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host para los servicios de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"2992","478","1088",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31584","31584","16277504","16277504","128512","128512","19435520","19435520","18853888","18853888","114819072","114819072","True","Normal","16277504","16277504","00:02:17.1716793","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:12",,"System.Diagnostics.ProcessThreadCollection","00:03:21.7560933","00:01:04.5844140","87543808","87543808","False",,,,"16842752","16842752",,
"Process","EncoderUI","2858","579440640","67833856","176410624","93592","C:\Program Files (x86)\Microsoft Expression\Encoder 3\EncoderUI.exe",,"166,3126661",,,,,"8",,"False",,"3000","2858","7344",".","9964066","Untitled - Microsoft Expression Encoder 3","System.Diagnostics.ProcessModule (EncoderUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","93592","93592","176410624","176410624","656416","656416","211464192","211464192","213237760","213237760","644313088","644313088","True","Normal","176410624","176410624","00:00:22.0585414","EncoderUI","15","True","1","System.Diagnostics.ProcessStartInfo","20/07/2011 23:25:50",,"System.Diagnostics.ProcessThreadCollection","00:02:46.3126661","00:02:24.2541247","579440640","579440640","False",,,,"67833856","67833856",,
"Process","WUDFHost","228","40083456","2060288","3325952","9616","C:\Windows\system32\WUDFHost.exe","Microsoft Corporation","148,7313534","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Windows Driver Foundation - proceso host del marco de controlador de modo usuario","Sistema operativo Microsoft? Windows?","8",,"False",,"3032","228","1264",".","0","","System.Diagnostics.ProcessModule (WUDFHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9616","9616","3325952","3325952","69504","69504","3411968","3411968","5926912","5926912","41656320","41656320","True","Normal","3325952","3325952","00:01:08.8744415","WUDFHost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:12",,"System.Diagnostics.ProcessThreadCollection","00:02:28.7313534","00:01:19.8569119","40083456","40083456","False",,,,"2060288","2060288",,
"Process","services","363","56586240","7196672","8577024","14544","C:\Windows\system32\services.exe","Microsoft Corporation","139,2620927","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Aplicaci?n de servicios y controlador","Sistema operativo Microsoft? Windows?","9",,"False",,"2956","363","632",".","0","","System.Diagnostics.ProcessModule (services.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14544","14544","8577024","8577024","88968","88968","12095488","12095488","10301440","10301440","91217920","91217920","True","Normal","8577024","8577024","00:00:59.3739806","services","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:10",,"System.Diagnostics.ProcessThreadCollection","00:02:19.2620927","00:01:19.8881121","56586240","56586240","False",,,,"7196672","7196672",,
"Process","boinc","168","103759872","7081984","9412608","18936","C:\Program Files\BOINC\boinc.exe","Space Sciences Laboratory","128,7320252","6.10.60","6.10.60","BOINC client","BOINC client","8",,"False",,"3168","168","2940",".","0","","System.Diagnostics.ProcessModule (boinc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18936","18936","9412608","9412608","167888","167888","13225984","13225984","12435456","12435456","109228032","109228032","True","Normal","9412608","9412608","00:01:02.6344015","boinc","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:56:03",,"System.Diagnostics.ProcessThreadCollection","00:02:08.7320252","00:01:06.0976237","103759872","103759872","False",,,,"7081984","7081984",,
"Process","virtscrl","79","59015168","1331200","1232896","7456","C:\PROGRA~1\LENOVO\VIRTSCRL\virtscrl.exe","Lenovo Group Limited","127,9676203","1.00","1.00","Lenovo Auto Scroll Utility","Auto Scroll","8",,"False",,"3100","79","4952",".","0","","System.Diagnostics.ProcessModule (virtscrl.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7456","7456","1232896","1232896","109928","109928","1445888","1445888","4931584","4931584","64258048","64258048","True","Normal","1232896","1232896","00:01:09.4984455","virtscrl","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:46",,"System.Diagnostics.ProcessThreadCollection","00:02:07.9676203","00:00:58.4691748","59015168","59015168","False",,,,"1331200","1331200",,
"Process","rundll32","733","121511936","8155136","8560640","20528","C:\Windows\system32\rundll32.exe","Microsoft Corporation","108,6078962","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host de Windows (Rundll32)","Sistema operativo Microsoft? Windows?","8",,"False",,"3004","733","4800",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20528","20528","8560640","8560640","224624","224624","8601600","8601600","15257600","15257600","123572224","123572224","True","Normal","8560640","8560640","00:01:03.9292098","rundll32","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:55",,"System.Diagnostics.ProcessThreadCollection","00:01:48.6078962","00:00:44.6786864","121511936","121511936","False",,,,"8155136","8155136",,
"Process","vlc","450","169627648","22257664","21696512","33864","C:\Program Files (x86)\VideoLAN\VLC\vlc.exe","the VideoLAN Team","104,5050699","1.1.10","1,1,10,0","VLC media player","VLC media player","8",,"False",,"3116","450","9636",".","4264104","Reproductor multimedia VLC","System.Diagnostics.ProcessModule (vlc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33864","33864","21696512","21696512","277096","277096","48152576","48152576","37769216","37769216","225378304","225378304","True","Normal","21696512","21696512","00:00:22.3705434","vlc","15","True","1","System.Diagnostics.ProcessStartInfo","20/07/2011 19:40:11",,"System.Diagnostics.ProcessThreadCollection","00:01:44.5050699","00:01:22.1345265","169627648","169627648","False",,,,"22257664","22257664",,
"Process","OUTLOOK","5663","638967808","115253248","119857152","123004","C:\Program Files (x86)\Microsoft Office\Office12\OUTLOOK.EXE","Microsoft Corporation","101,7282521","12.0.6557.5001","12.0.6557.5001","Microsoft Office Outlook","Microsoft Office Outlook","8",,"False",,"3024","5663","6600",".","2756230","Bandeja de entrada en aemperador@efor.es - Microsoft Outlook uso no comercial","System.Diagnostics.ProcessModule (OUTLOOK.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","123004","123004","119857152","119857152","987136","987136","148111360","148111360","118784000","118784000","694747136","694747136","True","Normal","119857152","119857152","00:00:27.4249758","OUTLOOK","15","True","1","System.Diagnostics.ProcessStartInfo","20/07/2011 23:00:17",,"System.Diagnostics.ProcessThreadCollection","00:01:41.7282521","00:01:14.3032763","638967808","638967808","False",,,,"115253248","115253248",,
"Process","EEScreen","15952","400977920","52076544","100708352","76204","C:\Program Files (x86)\Microsoft Expression\Encoder 3\eescreen.exe",,"99,2946365",,,,,"8",,"False",,"3112","15952","14236",".","6686782","Microsoft Expression Encoder 3 Screen Capture","System.Diagnostics.ProcessModule (eescreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","76204","76204","100708352","100708352","777216","777216","120848384","120848384","118788096","118788096","522149888","522149888","True","Normal","100708352","100708352","00:00:38.7038481","EEScreen","15","True","1","System.Diagnostics.ProcessStartInfo","20/07/2011 23:59:45",,"System.Diagnostics.ProcessThreadCollection","00:01:39.2946365","00:01:00.5907884","400977920","400977920","False",,,,"52076544","52076544",,
"Process","svchost","425","147681280","11194368","11849728","39648","C:\Windows\system32\svchost.exe","Microsoft Corporation","98,4834313","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host para los servicios de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"3080","425","1496",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39648","39648","11849728","11849728","236584","236584","12808192","12808192","39677952","39677952","160538624","160538624","True","Normal","11849728","11849728","00:01:05.8480221","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:14",,"System.Diagnostics.ProcessThreadCollection","00:01:38.4834313","00:00:32.6354092","147681280","147681280","False",,,,"11194368","11194368",,
"Process","svchost","568","60772352","8957952","11235328","17856","C:\Windows\system32\svchost.exe","Microsoft Corporation","98,0622286","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host para los servicios de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"3088","568","932",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17856","17856","11235328","11235328","125272","125272","12857344","12857344","10854400","10854400","79687680","79687680","True","Normal","11235328","11235328","00:00:26.8009718","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:11",,"System.Diagnostics.ProcessThreadCollection","00:01:38.0622286","00:01:11.2612568","60772352","60772352","False",,,,"8957952","8957952",,
"Process","LMS","141","47599616","3051520","3764224","16416","C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe","Intel Corporation","97,1418227","6.1.0.1044","6.1.0.1044","Local Manageability Service","Intel(R) Active Management Technology Local Manageability Service","8",,"False",,"2976","141","5880",".","0","","System.Diagnostics.ProcessModule (LMS.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16416","16416","3764224","3764224","72288","72288","3874816","3874816","5799936","5799936","50221056","50221056","True","Normal","3764224","3764224","00:00:57.9543715","LMS","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:57:04",,"System.Diagnostics.ProcessThreadCollection","00:01:37.1418227","00:00:39.1874512","47599616","47599616","False",,,,"3051520","3051520",,
"Process","svchost","169","48513024","3792896","4378624","11568","C:\Windows\system32\svchost.exe","Microsoft Corporation","91,6193873","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host para los servicios de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"3068","169","1668",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11568","11568","4378624","4378624","85616","85616","4534272","4534272","9277440","9277440","50085888","50085888","True","Normal","4378624","4378624","00:00:40.2326579","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:13",,"System.Diagnostics.ProcessThreadCollection","00:01:31.6193873","00:00:51.3867294","48513024","48513024","False",,,,"3792896","3792896",,
"Process","PWMEWSVC","184","55930880","3342336","3620864","17336","C:\Program Files (x86)\ThinkPad\Utilities\PWMEWSVC.EXE","Lenovo Group Limited","40,404259","1, 0, 0, 1","1, 0, 0, 1","Power Manager Cisco EnergyWise Enabler","Power Manager","8",,"False",,"3084","184","2852",".","0","","System.Diagnostics.ProcessModule (PWMEWSVC.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17336","17336","3620864","3620864","85072","85072","3682304","3682304","8400896","8400896","62226432","62226432","True","Normal","3620864","3620864","00:00:29.9989923","PWMEWSVC","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:15",,"System.Diagnostics.ProcessThreadCollection","00:00:40.4042590","00:00:10.4052667","55930880","55930880","False",,,,"3342336","3342336",,
"Process","svchost","98","36192256","3223552","3239936","10864","C:\Windows\system32\svchost.exe","Microsoft Corporation","33,5090148","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso host para los servicios de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"3048","98","2676",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10864","10864","3239936","3239936","67784","67784","3497984","3497984","6864896","6864896","37552128","37552128","True","Normal","3239936","3239936","00:00:22.6669453","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:21",,"System.Diagnostics.ProcessThreadCollection","00:00:33.5090148","00:00:10.8420695","36192256","36192256","False",,,,"3223552","3223552",,
"Process","igfxsrvc","85","67129344","3158016","7749632","8528","C:\Windows\system32\igfxsrvc.exe","Intel Corporation","33,1970128","8.15.10.2253","8.15.10.2253","igfxsrvc Module","Intel(R) Common User Interface","8",,"False",,"3056","85","3252",".","0","","System.Diagnostics.ProcessModule (igfxsrvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8528","8528","7749632","7749632","104744","104744","7798784","7798784","72572928","72572928","132341760","132341760","True","Normal","7749632","7749632","00:00:30.3109943","igfxsrvc","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:56:04",,"System.Diagnostics.ProcessThreadCollection","00:00:33.1970128","00:00:02.8860185","67129344","67129344","False",,,,"3158016","3158016",,
"Process","PrivacyIconClient","244","624402432","19922944","62717952","39788","C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IMSS\PrivacyIconClient.exe","Intel Corporation","31,8398041","6.1.0.1044","6.1.0.1044","Intel(R) Management and Security Status","Intel(R) Management and Security Status","8",,"False",,"2948","244","764",".","0","","System.Diagnostics.ProcessModule (PrivacyIconClient.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39788","39788","62717952","62717952","328064","328064","81735680","81735680","87310336","87310336","649777152","649777152","True","Normal","62717952","62717952","00:00:09.2820595","PrivacyIconClient","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:56:56",,"System.Diagnostics.ProcessThreadCollection","00:00:31.8398041","00:00:22.5577446","624402432","624402432","False",,,,"19922944","19922944",,
